0,0,0
52.5,0.4474417500000001,-90
105,0.8948835000000002,0
157.5,1.34232525,90
210,1.789767,0
262.5,2.237208750000001,-90
315,2.6846505,0
367.5,3.13209225,90
420,3.579534000000001,0
472.5,4.026975750000001,-90
525,4.474417500000001,0
577.5,4.921859250000001,90
630,5.369301000000001,0
682.5,5.816742750000001,-90
735,6.264184500000001,0
787.5,6.711626250000001,90
840,7.159068000000001,0
892.5,7.606509750000002,-90
945,8.053951500000002,0
997.5,8.501393250000001,-90
1050,8.948835000000003,0
1102.5,9.396276750000002,90
1155,9.843718500000001,0
1207.5,10.29116025,-90
1260,10.738602,0
1312.5,11.18604375,90
1365,11.6334855,0
1417.5,12.08092725,-90
1470,12.528369,0
1522.5,12.97581075,90
1575,13.4232525,0
1627.5,13.87069425,-90
1680,14.318136,0
1732.5,14.76557775,-90
1785,15.2130195,0
1837.5,15.66046125,90
1890,16.107903,0
1942.5,16.55534475,-90
1995,17.0027865,0
2047.5,17.45022825,90
2100,17.89767000000001,0
2152.5,18.34511175,-90
2205,18.7925535,0
2257.5,19.23999525,90
2310,19.687437,0
2362.5,20.13487875,-90
2415,20.58232050000001,0
2467.5,21.02976225,-90
2520,21.477204,0
2572.5,21.92464575,90
2625,22.3720875,0
2677.5,22.81952925000001,-90
2730,23.26697100000001,0
2782.5,23.71441275,90
2835,24.1618545,0
2887.5,24.60929625,-90
2940,25.056738,0
2992.5,25.50417975000001,90
3045,25.95162150000001,0
3097.5,26.39906325,-90
3150,26.846505,0
3202.5,27.29394675,-90
3255,27.74138850000001,0
3307.5,28.18883025000001,90
3360,28.63627200000001,0
3412.5,29.08371375,-90
3465,29.5311555,0
3517.5,29.97859725000001,90
3570,30.42603900000001,0
3622.5,30.87348075000001,-90
3675,31.32092250000001,0
3727.5,31.76836425,90
3780,32.21580600000001,0
3832.5,32.66324775,-90
3885,33.11068950000001,0
3937.5,33.55813125000001,-90
3990,34.00557300000001,0
4042.5,34.45301475000001,-90
4095,34.9004565,0
4147.5,35.34789825000001,-90
4200,35.79534000000001,0
4252.5,36.24278175000001,-90
4305,36.69022350000001,0
4357.5,37.13766525,-90
4410,37.58510700000001,0
4462.5,38.03254875,-90
4515,38.47999050000001,0
4567.5,38.92743225000001,90
4620,39.37487400000001,0
4672.5,39.82231575000001,-90
4725,40.2697575,0
4777.5,40.71719925000001,90
4830,41.16464100000001,0
4882.5,41.61208275000001,90
4935,42.05952450000001,0
4987.5,42.50696625,90
5040,42.95440800000001,0
5092.5,43.40184975000001,-90
5145,43.84929150000001,0
5197.5,44.29673325000001,90
5250,44.74417500000001,0
5302.5,45.19161675000001,-90
5355,45.63905850000001,0
5407.5,46.08650025000001,90
5460,46.53394200000001,0
5512.5,46.98138375000001,90
5565,47.42882550000001,0
5617.5,47.87626725000001,-90
5670,48.32370900000001,0
5722.5,48.77115075000001,90
5775,49.21859250000001,0
5827.5,49.66603425000001,-90
5880,50.11347600000001,0
5932.5,50.56091775000001,90
5985,51.00835950000001,0
6037.5,51.45580125000001,90
6090,51.90324300000001,0
6142.5,52.35068475000001,-90
6195,52.79812650000001,0
6247.5,53.24556825000001,90
6300,53.69301000000001,0
6352.5,54.14045175000001,-90
6405,54.58789350000001,0
6457.5,55.03533525000001,90
6510,55.48277700000001,0
6562.5,55.93021875000001,90
6615,56.37766050000001,0
6667.5,56.82510225000001,90
6720,57.27254400000001,0
6772.5,57.71998575000001,-90
6825,58.16742750000001,0
6877.5,58.61486925000001,90
6930,59.06231100000001,0
6982.5,59.50975275000001,-90
7035,59.95719450000001,0
7087.5,60.40463625000001,90
7140,60.85207800000001,0
7192.5,61.29951975000001,90
7245,61.74696150000001,0
7297.5,62.19440325000001,-90
7350,62.64184500000001,0
7402.5,63.08928675000001,90
7455,63.53672850000001,0
7507.5,63.98417025000001,-90
7560,64.43161200000002,0
7612.5,64.87905375000001,90
7665,65.32649550000001,0
7717.5,65.77393725000002,90
7770,66.22137900000001,0
7822.5,66.66882075000001,-90
7875,67.11626250000002,0
7927.5,67.56370425000001,90
7980,68.01114600000001,0
8032.5,68.45858775000001,-90
8085,68.90602950000002,0
8137.5,69.35347125000001,90
8190,69.80091300000001,0
8242.5,70.24835475000002,90
8295,70.69579650000001,0
8347.5,71.14323825000001,-90
8400,71.59068000000002,0
8452.5,72.03812175000002,90
8505,72.48556350000001,0
8557.5,72.93300525000001,90
8610,73.38044700000002,0
8662.5,73.82788875000001,-90
8715,74.27533050000001,0
8767.5,74.72277225000002,90
8820,75.17021400000002,0
8872.5,75.61765575000001,-90
8925,76.06509750000001,0
8977.5,76.51253925000002,90
9030,76.95998100000001,0
9082.5,77.40742275000001,90
9135,77.85486450000002,0
9187.5,78.30230625000002,-90
9240,78.74974800000001,0
9292.5,79.19718975000002,90
9345,79.64463150000002,0
9397.5,80,-90
9450,80,0
9502.5,80,90
9555,80,0
9607.5,80,90
9660,80,0
9712.5,80,90
9765,80,0
9817.5,80,90
9870,80,0
9922.5,80,90
9975,80,0
10027.5,80,90
10080,80,0
10132.5,80,90
